ID_Reserva,Sexo,Tipo_Habitacion,Motivo_Viaje,Comentario_Positivo,Comentario_Negativo,Reseña_Completa,Rating
43487,M,Doble (1 cama),SALUD,las toallas y ropa de cama limpias,,Las toallas y ropa de cama limpias. Lo recomiendo.,4
65042,M,Sencilla,TURISMO,precio justo por lo que ofrece,,Precio justo por lo que ofrece. Sin quejas.,4
3552,M,Doble Twin (2 camas),TURISMO,buena ubicacion para moverse por la ciudad,habia olor raro en la habitacion,Buena ubicacion para moverse por la ciudad. aunque igual habia olor raro en la habitacion.,3
15662,F,Sencilla,DEPORTIVO,,,"regular,ni muy bien ni muy mal.",4
48576,M,Doble (1 cama),TURISMO,el personal fue muuy amable,,El personal fue muuy amable. Buen hotel.,4
41306,M,Cuádruple,TURISMO,buen servicio de habitaciones,poca variedad en el desayuno y el aire acondicionado hacia ruido,"Buen servicio de habitaciones, eso sí poca variedad en el desayuno y el aire acondicionado hacia ruido.",2
32385,F,Doble (1 cama),TURISMO,la recepcion fue muy cordial,los muebles estaban algo deteriorados,La recepcion fue muy cordial. Los muebles estaban algo deteriorados.,5
8592,M,Sencilla,TURISMO,muy buuen hotelen general,se escuchaba todo del pasillo y el baño tenía problemaas,Muy buuen hotelen general. eso sí se escuchaba todo del pasillo y el baño tenía problemaas.,4
32571,M,Sencilla,PERSONAL,,el precio era algo elevado para lo que ofrece y demorado el servicio de habitaciones,El precio era algo elevado para lo que ofrece y demorado el servicio de habitaciones.,1
75364,M,Triple,SALUD,el perSonal fue muy amable,falta mantenimiento en algunas areas,Elpersonal fue muy amable. pero la verdad falta mantenimiento en alguunas areas.,3
11322,M,Sencilla,PERSONAL,exCelente ubicacion cerca a todo,,Excelente ubicacion cerca a todo. Sin quejas.,5
12226,M,Doble Twin (2 camas),OTRO,muy buen hotel en general,,Muy buen hotel en general. Sin quejas.,4
96932,F,Sencilla,DEPORTIVO,muy bonitas las arras comunes,había mucho ruido en la noche y la atencion ppudo ser mejor,Igual había mucho ruido en la noche y la atencion ppudo ser mejor. Muy bonitas las arras comunes.,3
64699,F,Doble (1 cama),TURISMO,habitacion espaciosa y limpia,poca variedad en el desayuno,"Habitacion espaciosa y limpia, eso sí poca variedad en el desayuno.",3
10071,M,Sencilla,NEGOCIO,el desayuno estuvo muy rico,,El desayuno estuvo muy rico. Volvería.,4
70822,M,Doble (1 cama),SALUD,la piscina estaba muy bien,,La piscina estaba muy bien.,4
17483,F,Triple,TURISMO,muy bien ubicado cerca al centro,el baño tenia problemas,"Muy biEn ubicado cerca al centro, eso si elbaño tenia problemas.",4
17828,M,Triple,DEPORTIVO,muy buen hotel en general,la tv no funcionaba bien,"Muy buen hotel en general, sin embargo la tv no funcionaba bien",3
87474,F,Doble (1 cama),TURISMO,el personal super amable y atento,el parqueadero era muy pequeño,Aunque igual el parqueadero era muy pequeño. El personal super amable y atento.,3
63296,M,Doble Twin (2 camas),PERSONAL,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad.,4
73063,M,Sencilla,NEGOCIO,,los muebles estaban algo deteriorados y en recepcion se demoraron demasiado,Los muebles estaban algo deteriorados y en recepcion se demoraron demasiado.,1
22643,F,Sencilla,DEPORTIVO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad. Sin quejas.,4
35741,M,Doble (1 cama),PERSONAL,buenas instalaciones en general,el personal no fue muy atento,Buenas instalaciones en general. aunque igual elpersonal no fue muy atento.,3
70163,F,Doble Twin (2 camas),DEPORTIVO,excelente ubicacion cerca a todo,,Excelente ubicacion cerca a todo. Sin quejas.,4
80507,F,Doble (1 cama),SALUD,,,esperaba mas la verdad.,5
56461,M,Doble (1 cama),NEGOCIO,la piscina estaba muy bien,habia mucho ruido en la noche,La piscina estaba muy bien. Habia mucho ruido en la noche.,4
28760,M,Doble Twin (2 camas),PERSONAL,excelente ubicación cerca a todo,las instalaciones estan algo viejas,Excelente ubicacion cerca a todo. Las instalaciones estan algo viejas.,4
71686,M,Doble Twin (2 camas),TURISMO,buen servicio de habitaciones,el colchon estaba algo viejo,Pero la verdad el colchon estaba algo viejo. Buen servicio de habitaciones.,4
99994,M,Doble Twin (2 camas),NEGOCIO,el cuarto era amplio,habia humedad en el cuarto,"El cuarto era amplio, eso si habia humedad en el cuarto.",3
96673,M,Doble Twin (2 camas),DEPORTIVO,la habitacion estaba limpia,,La habitacion estaba limpia. Volvería.,4
91422,M,Triple,NEGOCIO,la habitación estaba limpia,la comida llego fria,La habitaciónestaba limpia. La comida llego fria,3
27365,F,Doble Twin (2 camas),DEPORTIVO,,no pude dormir bien por el ruido y la comida se demoró bastante,Pues No pude dormir bien por el ruido y la comida se demoró bastante.,4
94447,M,Triple,OTRO,el personal fue muy amable,,El personal fue muy amable. Lo recomiendo.,5
41857,F,Triple,TURISMO,la ubicación es muy buena,,La ubicación es muy buena. Buen hotel.,4
53296,M,Triple,NEGOCIO,las toallas y ropa de cama limpias,problemas con el agua caliente,Pero la verdad problemas con el agua caliente. Las toallas y ropa de cama limpias.,4
89039,M,Doble Twin (2 camas),SALUD,la piscinaestaba muy bien,,La piscinaesstaba muy bien.,4
86180,F,Doble (1 cama),TURISMO,las cAmas eran comodas,el wifi era muy lento,Las camas eran comodas. aunque igual el wifi era muy lento,4
49944,F,Sencilla,NEGOCIO,,,"regular, ni muy bien ni muy mal.",4
58422,M,Doble (1 cama),SALUD,el personal fue amable,el baño estaba algo descuidado,El personal fue amable. El baño estaba algo descuidado.,3
68839,M,Sencilla,NEGOCIO,ambiente tranquilo y agradable,el ascensor tardaba mucho,Igual el ascensor tardaba mucho. Ambiente tranquilo y agradable.,3
60177,F,Triple,NEGOCIO,el personal hizo todo loposible por ayudar,no habia agua caliente en la mañana,El personal hizo todo loposible por ayudar. No habia agua caliente en la mañana.,3
16860,F,Sencilla,OTRO,muy buen hotel en general,el precio era algo elevado para lo que ofrece,Muy buen hotel en general. aunque el precio era algo elevado para lo que ofrece.,3
33493,F,Sencilla,SALUD,,las instalaciones estan algo viejas y la tv no funcionaba bien,Honestamente Las instalaciones estan algo viejas y la tv no funcionaba bien.,2
30451,F,Doble (1 cama),OTRO,el personal hizo todo lo posible por ayudar,la limpieza podria mejorar,"El personal hizo todo lo posible por ayudar, igual la limpieza podria mejorar.",3
9392,M,Doble (1 cama),PERSONAL,el check in fue rapido,,El check in fue rapido. Buen hotel.,4
45313,M,Triple,TURISMO,,,fur una experienciadel monton.,4
3757,M,Sencilla,NEGOCIO,,el personal no fue muy atennto,Honestamente El personal no fue muy atennto.,2
78110,M,Doble Twin (2 camas),DEPORTIVO,todo estuvo bien en general,,Todo estuvo bien en general.,4
73603,M,Sencilla,TURISMO,buena ubicacion para moverse por la ciudad,la atencion pudo ser mejor,"Buena ubicacion para moverse por la ciudad, aunque la atencionpudo ser mejoor.",3
31161,M,Sencilla,DEPORTIVO,la ubicación es muy buena,la comida llego fria,Pero la verdad la comida llego fria. La ubicación es muy buena.,5
78128,M,Sencilla,DEPORTIVO,el personal fueamable,falta mantenimiento en algunas areass,El personal fueamable. Falta mantenimiento en algunas areass.,3
29864,M,Doble Twin (2 camas),PERSONAL,me gustó el servicio,la comidase demoro bastante,"Me gustó el servicio,pero la verdad la comidase demoro bastantee.",3
1942,F,Triple,NEGOCIO,buena experiencia en general lo recomiendo,los muebles estaban algo deteriorados,Igual los muebles estaban algo deteriorados. Buena experiencia en general lo recomiendo.,4
10305,F,Doble (1 cama),NEGOCIO,me gusto el servicio,las instalaciones estan algo viejas,Me gusto el servicio. pero las instalaciones estan algo viejas.,2
93778,F,Doble Twin (2 camas),DEPORTIVO,el desayuno estuvo muy rico,,El desayunp estuvo muy rico. Sin quejas.,4
83719,M,Doble (1 cama),NEGOCIO,buena ubicacion para moverse por la ciudad,falta mantenimiento en algunas areas,Buena ubicacion para moverse por la ciudad. Falta mantenimiento en algunas areas.,3
8716,F,Doble (1 cama),TURISMO,cumple con lo que promete,los muebles estaban algo deterioraados,"Cumple con lo que promete, igual los muebles estaban algo deterioraados.",3
31007,M,Sencilla,NEGOCIO,el parqueadero fue util,poca variedad en el desayuno,Aunque igual poca variedad en el desayuno. El parqueadero fue util.,4
9834,F,Sencilla,DEPORTIVO,habitacion espaciosa y limpia,el servicio fue algo demorado,Habitacion espaciosa y limpia. igual el servicio fue algo demorado.,3
5117,F,Doble Twin (2 camas),DEPORTIVO,el parqueadero fue util,el ascensor tardaba mucho y falta mantenimiento en algunas areas,El parqueadero fue util. El ascensor tardaba mucho y falta mantenimiento enalgunas areas.,2
44309,M,Doble (1 cama),TURISMO,me gustó el servicio,se escuchaba todo del paSillo,Me gustó el servicio. igual se escuchaba todo del paSillo.,3
10287,M,Doble (1 cama),DEPORTIVO,,la comida llego fria,La verdad La comida llego fRia,2
68391,M,Doble Twin (2 camas),NEGOCIO,precio justo por lo que ofrece,,Precio justo por lo que ofrece. Volvería.,4
32195,F,Doble Twin (2 camas),TURISMO,buenas instalaciones en general,,Burnas instalaciones en general. Buen hotel,4
37500,F,Triple,TURISMO,,,no tengo mucho que decir.,2
88684,F,Doble (1 cama),NEGOCIO,todo estuvo bienen general,,Todo estuvo bienen general. Lo recomiendo.,4
64624,M,Triple,OTRO,el personal fue amable,el baño tenia problemas,Eso sí el baño tenia problemas. El personal fue amable.,4
29080,M,Doble Twin (2 camas),PERSONAL,,se escuchaba todo del pasillo y en recepción se demoraron demasiado,PuesSe escuchaba todo del pasillo y en recepción se demoraron demasiado.,5
71678,M,Sencilla,TURISMO,ambiente tranquilo y agradable,se escuchaba todo del pasillo y en recepción se demoraron demasiado,Ambiente tranquilo y agradable. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,3
18342,M,Triple,DEPORTIVO,,en recepcion se demoraron demasiado,La verdad En recepcion se demoraron demasiado.,2
95811,F,Triple,DEPORTIVO,precio justo por lo que ofrece,,Precio justo por lo que ofrece. Volvería.,5
75847,F,Sencilla,PERSONAL,la ubicacion es muy buena,la puerta no cerraba bien,La ubicacion es muy buena. igual la puerta no cerraba bien.,3
76525,M,Suite,DEPORTIVO,muy bien ubicado cerca al centro,,Muy bien ubicado cerca al centro. Sin quejas.,3
62953,F,Doble (1 cama),NEGOCIO,buena experiencia en general lo reccomiendo,el parqueadero era muy pequeño,Buena experiencia en general lo reccomiendo. aunque igual el parqueadero era muy pequeño.,3
32850,F,Doble Twin (2 camas),SALUD,el personal fue amable,la tv no funcionaba bien,Pero la verdad la tv no funcionaba bien. El personal fue amable.,3
62993,F,Doble Twin (2 camas),NEGOCIO,,la tv no funcionaba bien,La tv no funcionaba bien.,5
54354,M,Sencilla,TURISMO,,losmuebles estaban algodeteriorados,Honestamente Losmuebles estaban algodeteriorados.,2
25957,M,Triple,PERSONAL,,el desayuno no fue lo esperado,Pues El desayuno no fue lo esperado.,3
13363,M,Doble (1 cama),OTRO,,,no tengo mucho que decir.,4
13704,M,Doble Twin (2 camas),TURISMO,,,no tengo mucho que decir.,4
87374,F,Doble (1 cama),NEGOCIO,la piscina estaba muy bien,la comida llego friaa,Sin embargo la comida llego friaa. La piscina estaba muy bien.,3
57498,M,Doble Twin (2 camas),TURISMO,buena relación calidad precio,demasiado ruido externo,Buena relación calidad precio. Demasiado ruido externo.,3
47438,M,Sencilla,OTRO,,el cuarto era muy pequeño y las instalaciones estan algo viejas,Honestamente El cuarto era muy pequeño y las instalaciones estan algo viejas.,2
56519,F,Sencilla,DEPORTIVO,muy buen hotel en general,,Muy buen hotel en general. Sin quejas.,5
54883,F,Sencilla,SALUD,,,"regular, ni muy bien ni muy mal.",4
62213,F,Doble Twin (2 camas),OTRO,,falta mantenimiento en algunas areas,La verdad Falta mantenimiento en algunas areas.,2
96561,F,Doble (1 cama),NEGOCIO,todo estuvo bien en general,el precio era algo elevado para loque ofrece,"Todo estuvo bien en general, pero el precio era algo elevado para loque ofrece.",4
8100,M,Doble Twin (2 camas),DEPORTIVO,el check in fue rapido,no habia agua caliente en la mañana,La verdad no habia agua caliente en la mañana. El check in fue rapido.,4
89259,M,Sencilla,DEPORTIVO,,,estuvo ok,4
86649,F,Sencilla,SALUD,buena relacion calidad precio,seescuchaba tododel pasillo y el baño tenía problemas,Buena relacion calidad precio. pero la verdad seescuchaba tododel pasillo y el baño tenía problemas.,3
85696,F,Doble (1 cama),DEPORTIVO,,,fue una experiencia del monton.,2
13899,F,Doble (1 cama),NEGOCIO,,,fue una experiencia del monton.,4
8944,F,Triple,PERSONAL,,problemas con el agua caliente,La verdad Problemas con el agua caliente.,1
53772,F,Triple,TURISMO,todo estuvo bien en general,el dessyunono fue lo esperado,Todo estuvo bien en general. El dessyunono fue lo esperado.,4
96448,M,Doble (1 cama),PERSONAL,la recepcion fue muy cordial,las instalaciones estan algo viejas,La recepcion fue muy cordial. eso sí las instalaciones estan algo viejas.,1
45473,F,Sencilla,DEPORTIVO,me gusto el servicio,,Me gusto el servicio. Buen hotel.,4
15322,F,Triple,SALUD,,,estuvo ok,4
33591,M,Sencilla,TURISMO,precio justo por lo que ofrece,había mucho ruido en la noche y la atención pudo ser mejor,"Precio justo por lo que ofrece, eso sí había mucho ruido en la noche y la atención pudo ser mejor",5
26112,M,Sencilla,DEPORTIVO,,demasiado ruido externo,La verdad Demasiado ruido externo.,4
25931,F,Doble Twin (2 camas),DEPORTIVO,buena relación calidad precio,,Buena relación calidad precio. Volvería.,4
71292,F,Sencilla,OTRO,buen servicio dehabitaciones,,Buen servIcio dehabitaciones. Buen hotel.,4
59800,M,Doble (1 cama),NEGOCIO,buena relación calidad precio,el precio era algo elevado para lo que ofrece,Buena relacion calidad precio. El precio era algo elevado para lo que ofrece.,3
19373,F,Doble Twin (2 camas),TURISMO,muy buen hotel en general,se escuchaba todo del pasillo y en recepción se demoraron demasiado,Muy buen hotel en general. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,4
56296,F,Triple,SALUD,buena relacióncalidad precio,poca variedad en el desayuno,Buena relacióncalidad precio. Poca variedad en el desayuno.,3
25050,F,Doble Twin (2 camas),TURISMO,,la puerta no cerraba bien,Pues La puerta no cerraba bien.,3
37509,M,Doble Twin (2 camas),TURISMO,la habitación estaba limpia,,La habitación estaba limpia. Lo recomiendo.,4
61637,M,Sencilla,SALUD,todo estuvo bien en general,el servicio fue algo demorado,Todo estuvo bien en general. aunque el servicio fue algo demorado.,4
33742,M,Sencilla,PERSONAL,me gusto el servicio,,Me gusto el servicio. Buen hotel.,5
10880,M,Sencilla,SALUD,el personsl fue muy amable,la comida se demoro bastante,El personsl fue muy amable. La comida se demoro bastante.,4
59082,M,Triple,TURISMO,la ubicacion es muy buena,en recepcion se demoraron demasiado,"La ubicacion es muy buena, sin embargo en recepcion se demoraron demasiado.",4
73132,M,Doble (1 cama),DEPORTIVO,,habia mucho ruido en la noche,La verdad Habia mucho ruido en la noche.,2
13833,M,Doble Twin (2 camas),SALUD,me gusto elservicio,el desayuno no fue lo esperado,Me gusto elservicio. pero la verdad el desayuno no fue lo esperado.,3
7630,M,Sencilla,PERSONAL,el personal fue muy amable,el cuarto era muy pequeeño,El personal fue muy amable. El cuarto era muy pequeeño.,4
86477,F,Doble (1 cama),PERSONAL,muy buen hotel en general,el servicio fue algo demorado,Pero ls verdad el serviciofue algo demorado. Muy buen hotel en general.,4
71855,F,Doble (1 cama),TURISMO,,,nada especial la verdad.,4
2934,F,Doble (1 cama),DEPORTIVO,,no pude dormir bien por el ruido y la comida se demoró bastante,Honestamente No pude dormir bien por el ruido y la comida se demoró basstante.,3
13224,F,Doble Twin (2 camas),NEGOCIO,la habitación estaba limpia,el baño estaba algo descuidado,La habitación estaba limpia. El baño estaba algo descuidado.,3
99771,M,Triple,TURISMO,excelente ubicación cerca a todo,los muebles estaban algo deteriorados,Excelente ubicación cerca a todo. eso si los muebles estaban algo deteriorados.,3
31982,F,Doble (1 cama),SALUD,buena relacion calidad precio,,Buena relacion calidad precio.,5
22798,M,Doble (1 cama),SALUD,,el baño tenia problemas,Pues El baño tenia problemas.,2
54269,F,Triple,NEGOCIO,buena relacion calidad precio,el precio era algo elevado para lo que ofrece,Buena relacion calidad precio. igual el precio era algo elevado para lo que ofrece.,4
64653,F,Doble (1 cama),TURISMO,la ubicacion es muy buena,,La ubicacion es muy buena.,3
64092,F,Sencilla,SALUD,el parqueadero fue uTil,,El parqueadero fue util. Volvería.,3
29016,F,Sencilla,TURISMO,excelente ubicación cerca a todo,había mucho ruido en la noche y la atención pudo ser mejor,Excelente ubicación cerca a todo. la verdad había mucho ruido en la noche y la atención pudo ser mejor.,3
53565,M,Triple,PERSONAL,el personal fue amable,el cuarto era muy pequeño,"El personal fue amable, aunque el cuarto era muy pequeño.",3
8685,M,Doble Twin (2 camas),SALUD,bueNa relacióncalidad precio,,Buens relacióncalidadprecio. Volvería.,4
22579,M,Sencilla,TURISMO,el colchon era comodisimo,la comida llego fria,Igual la comida llego fria. El colchon era comodisimo.,4
50672,F,Doble (1 cama),NEGOCIO,la ubicacion es muy buena,,La ubicacion es muy buena. Volvería.,4
1282,M,Triple,DEPORTIVO,,las instalaciones estan algo viejas,Las instalaciones estan algo viejas.,2
52173,M,Sencilla,NEGOCIO,me gusto el servicio,,Me gusto el servicio.,5
35760,F,Sencilla,DEPORTIVO,megusto el seevicio,,Megusto el seevicio. Sin quejas.,4
60638,F,Sencilla,DEPORTIVO,muy bien ubicado cerca al centro,,Muy bien ubicado cerca al centro. Volvería.,4
38388,F,Triple,SALUD,el wifi funcionaba bien,sr escuchaba todo del pasillo,El wifi funcionaba bien. Sr escuchaba todo del pasillo.,4
56444,M,Sencilla,SALUD,el fesayuno estuvo muy rico,,El fesayuno estuvo muy rico. Sin quejas.,4
92303,M,Triple,NEGOCIO,muy buen hotel en general,el baño estaba algo descuidado,Pero el baño estaba algo descuidado. Muy buen hotel en general.,5
96748,M,Triple,NEGOCIO,,demorado el servicio de habitaciones,Demorado el servicio de habitaciones.,2
73845,M,Triple,NEGOCIO,todo estuvo bien en general,,Todo estuvo bien en general.,4
87752,M,Doble (1 cama),TURISMO,las toallas y rOpa de cama limPias,,Las toallas y ropa de cama limpias. Buen hotel.,3
